date_tirage;regime;jour;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;gagnants_5b_2e;gagnants_5b_1e;gagnants_5b_0e;gagnants_4b_2e;gagnants_4b_1e;gagnants_4b_0e;gagnants_3b_2e;gagnants_3b_1e;gagnants_3b_0e;gagnants_2b_2e;gagnants_2b_1e;gagnants_2b_0e;gagnants_1b_2e;rapport_5b_2e;rapport_5b_1e;rapport_5b_0e;rapport_4b_2e;rapport_4b_1e;rapport_4b_0e;rapport_3b_2e;rapport_3b_1e;rapport_3b_0e;rapport_2b_2e;rapport_2b_1e;rapport_2b_0e;rapport_1b_2e;gagnants_non_publies;id_fdj;source
2021-12-17;2016+ : 50 boules / 12 etoiles;VENDREDI;30;1;35;2;15;2;7;0;0;5;48;751;1409;2196;35775;70036;34116;547917;1072072;186957;0.0;0.0;181673.9;1116.6;131.4;52.0;47.5;11.4;10.8;10.7;5.3;4.3;4.9;False;20211101;euromillions_202002.csv
2021-12-21;2016+ : 50 boules / 12 etoiles;MARDI;34;38;17;12;21;2;3;0;9;12;42;931;1810;1477;37634;70096;20595;501404;956524;104598;0.0;65400.7;11463.9;1020.2;84.7;32.3;56.4;8.6;8.6;14.2;4.6;3.9;7.0;False;20211102;euromillions_202002.csv
2021-12-24;2016+ : 50 boules / 12 etoiles;VENDREDI;41;2;34;26;28;10;5;0;2;7;32;722;1652;1653;35790;82458;27096;560096;1282198;151724;0.0;437555.9;29218.2;1990.7;162.5;52.7;75.0;13.5;10.9;16.0;6.1;4.3;7.2;False;20211103;euromillions_202002.csv
2021-12-28;2016+ : 50 boules / 12 etoiles;MARDI;4;29;15;17;6;9;12;1;5;20;29;855;2372;1266;33956;90446;17231;447127;1159648;87730;79411191.0;123889.4;7238.7;1554.9;97.1;26.0;69.3;10.1;7.0;17.9;5.4;3.3;8.8;False;20211104;euromillions_202002.csv
2021-12-31;2016+ : 50 boules / 12 etoiles;VENDREDI;25;7;43;22;49;7;6;1;13;14;63;1422;2843;2488;52251;97175;33903;729226;1384192;175632;17571602.0;70556.7;15312.3;1059.8;86.4;32.1;52.2;9.7;9.7;13.4;4.9;4.2;6.5;False;20211105;euromillions_202002.csv
2022-01-04;2016+ : 50 boules / 12 etoiles;MARDI;28;41;18;35;36;6;11;0;0;4;15;441;986;914;19243;44666;14142;294292;700245;78161;0.0;0.0;153095.5;2408.9;150.9;50.1;76.9;14.3;11.4;17.4;6.6;4.5;7.9;False;20222001;euromillions_202002.csv
2022-01-07;2016+ : 50 boules / 12 etoiles;VENDREDI;14;2;50;37;44;7;11;0;4;3;35;697;1496;1521;30889;71317;22200;457480;1021956;123601;0.0;175313.9;54631.6;1458.5;134.9;46.6;65.3;12.6;10.1;15.7;6.0;4.3;7.1;False;20222002;euromillions_202002.csv
2022-01-11;2016+ : 50 boules / 12 etoiles;MARDI;33;23;44;32;4;12;9;0;4;7;24;601;1613;1011;27126;71603;14452;370274;949409;76170;0.0;140479.6;18761.3;1704.4;125.3;34.7;78.7;11.5;8.1;19.3;5.9;3.7;9.2;False;20222003;euromillions_202002.csv
2022-01-14;2016+ : 50 boules / 12 etoiles;VENDREDI;25;6;46;17;31;12;9;0;7;11;33;770;2062;1386;35096;88805;20404;495606;1256717;105704;0.0;108903.2;16197.0;1681.6;132.7;36.8;77.9;12.0;8.8;18.6;6.0;3.8;9.0;False;20222004;euromillions_202002.csv
2022-01-18;2016+ : 50 boules / 12 etoiles;MARDI;12;30;24;3;19;5;2;1;7;13;80;1255;2525;2755;45913;90734;30831;541879;1081853;141146;67441797.0;86794.8;10922.9;552.8;64.9;23.9;31.2;7.3;6.9;9.8;4.4;3.5;5.3;False;20222005;euromillions_202002.csv
2022-01-21;2016+ : 50 boules / 12 etoiles;VENDREDI;5;35;39;14;36;12;7;0;3;14;59;1208;2897;2442;56740;131061;38943;879290;2027241;215662;0.0;455155.7;22795.1;1684.7;151.5;46.9;79.2;13.3;10.7;17.4;6.1;4.2;7.9;False;20222006;euromillions_202002.csv
2022-01-25;2016+ : 50 boules / 12 etoiles;MARDI;16;6;47;18;39;2;4;0;2;5;20;521;1193;1197;24959;53056;18475;379068;806852;103012;0.0;272591.2;25483.6;1984.3;140.3;45.5;64.5;12.1;10.6;14.6;5.6;4.2;6.6;False;20222007;euromillions_202002.csv
2022-01-28;2016+ : 50 boules / 12 etoiles;VENDREDI;34;10;25;29;45;10;9;0;2;8;26;728;1664;1332;34148;77190;20463;514161;1184365;107585;0.0;385053.2;22498.3;2156.2;141.8;46.1;81.9;12.5;10.3;18.7;5.9;4.1;8.9;False;20222008;euromillions_202002.csv
2022-02-01;2016+ : 50 boules / 12 etoiles;MARDI;49;36;1;19;38;9;6;0;2;2;29;524;1195;1442;25874;55604;21962;400084;861844;124262;0.0;301800.6;70535.7;1515.1;154.4;50.3;59.3;12.9;11.2;13.6;5.9;4.4;6.0;False;20222009;euromillions_202002.csv
2022-02-04;2016+ : 50 boules / 12 etoiles;VENDREDI;49;38;3;25;43;7;3;1;9;11;83;1325;2796;4334;63476;128892;68027;951638;1915122;378974;130000000.0;151235.5;28919.6;1193.7;137.7;48.4;44.5;11.9;10.9;9.9;5.6;4.5;4.4;False;20222010;euromillions_202002.csv
2022-02-08;2016+ : 50 boules / 12 etoiles;MARDI;43;34;20;6;37;7;10;0;3;1;19;495;1039;1002;20518;46707;14890;322187;718892;86129;0.0;172300.8;120808.6;1980.4;140.0;49.5;73.1;13.9;11.4;17.2;6.3;4.5;7.5;False;20222011;euromillions_202002.csv
2022-02-11;2016+ : 50 boules / 12 etoiles;VENDREDI;45;13;42;18;38;7;11;1;3;7;33;746;1720;1627;34601;75151;24950;511434;1115721;133275;30928078.0;242348.5;24274.6;1603.8;130.6;42.1;63.3;11.6;10.0;14.5;5.6;4.1;6.8;False;20222012;euromillions_202002.csv
2022-02-15;2016+ : 50 boules / 12 etoiles;MARDI;33;20;31;9;44;12;2;0;2;9;22;464;1394;979;21957;56956;13358;318971;814913;69371;0.0;248591.9;12911.1;1645.1;143.6;35.5;71.9;12.5;9.0;18.5;6.1;3.8;8.9;False;20222013;euromillions_202002.csv
2022-02-18;2016+ : 50 boules / 12 etoiles;VENDREDI;25;41;50;43;38;6;10;0;2;5;31;533;1396;1351;27049;64231;19585;403027;962264;109089;0.0;349382.3;32662.5;1640.9;175.8;49.8;73.3;14.3;11.2;17.7;6.8;4.6;8.0;False;20222014;euromillions_202002.csv
2022-02-22;2016+ : 50 boules / 12 etoiles;MARDI;26;32;14;5;9;7;3;0;3;3;77;799;1490;2694;33685;65678;35158;457147;889711;174133;0.0;183996.6;43003.0;521.8;92.6;36.9;29.0;9.1;8.6;7.8;4.7;3.9;3.9;False;20222015;euromillions_202002.csv
2022-02-25;2016+ : 50 boules / 12 etoiles;VENDREDI;24;10;30;42;13;1;5;0;4;6;39;1070;2232;2060;43199;93110;28930;582386;1257206;141194;0.0;184664.5;28772.7;1378.7;92.5;32.9;50.8;9.4;8.2;12.7;5.0;3.7;6.5;False;20222016;euromillions_202002.csv
2022-03-01;2016+ : 50 boules / 12 etoiles;MARDI;26;24;42;39;8;5;3;0;5;11;46;723;1497;1742;29894;59918;24968;422388;842682;132283;0.0;112506.9;11952.1;890.2;104.3;37.4;45.7;10.4;9.7;11.2;5.2;4.2;5.3;False;20222017;euromillions_202002.csv
2022-03-04;2016+ : 50 boules / 12 etoiles;VENDREDI;40;20;43;6;42;10;12;1;2;6;29;605;1487;1220;28323;74154;19512;426633;1184843;105583;78587957.0;394609.6;30742.2;1981.1;174.9;52.8;91.7;15.4;11.0;20.1;7.3;4.2;9.3;False;20222018;euromillions_202002.csv
2022-03-08;2016+ : 50 boules / 12 etoiles;MARDI;18;12;31;25;21;9;2;0;4;16;46;825;1715;1651;31873;65731;21459;409157;848061;104736;0.0;122344.2;7148.4;774.4;79.5;28.4;42.0;8.5;7.7;11.3;4.7;3.6;5.8;False;20222019;euromillions_202002.csv
2022-03-11;2016+ : 50 boules / 12 etoiles;VENDREDI;23;22;12;19;48;6;2;0;1;10;50;822;1741;2509;39716;82995;34390;571093;1180456;161325;0.0;684094.8;15988.4;996.0;111.6;39.1;38.6;9.5;8.5;9.9;4.7;3.6;5.3;False;20222020;euromillions_202002.csv
2022-03-15;2016+ : 50 boules / 12 etoiles;MARDI;2;26;19;12;1;8;2;0;0;8;87;1051;1858;2705;36928;72137;30929;442888;907842;138426;0.0;0.0;79899.7;433.5;66.1;27.7;27.1;7.7;7.4;8.3;4.6;3.6;4.6;False;20222021;euromillions_202002.csv
2022-03-18;2016+ : 50 boules / 12 etoiles;VENDREDI;43;1;9;14;17;12;6;2;2;4;41;706;1877;1475;33136;89281;20381;473322;1262098;106380;26825597.0;355494.7;41542.4;1262.3;135.0;37.7;68.3;11.9;8.2;17.3;5.9;3.5;8.3;False;20222022;euromillions_202002.csv
2022-03-22;2016+ : 50 boules / 12 etoiles;MARDI;7;29;17;40;21;8;11;0;3;12;22;629;1634;1078;26797;66812;14982;352656;870083;72714;0.0;154557.3;9030.6;1534.2;98.8;28.2;60.9;9.6;7.1;15.4;5.1;3.3;7.9;False;20222023;euromillions_202002.csv
2022-03-25;2016+ : 50 boules / 12 etoiles;VENDREDI;10;29;24;6;27;12;5;0;1;15;30;1033;2571;1519;40218;99544;21028;529199;1295523;105464;0.0;710352.4;11068.0;1723.7;92.2;27.5;66.2;9.8;7.3;16.8;5.2;3.4;8.4;False;20222024;euromillions_202002.csv
2022-03-29;2016+ : 50 boules / 12 etoiles;MARDI;43;33;11;8;42;11;6;0;5;7;17;515;1190;1021;22684;53313;16431;338438;807430;86320;0.0;101294.9;16910.2;2168.8;131.8;42.3;70.3;12.4;9.8;15.3;5.9;3.9;7.3;False;20222025;euromillions_202002.csv
2022-04-01;2016+ : 50 boules / 12 etoiles;VENDREDI;21;45;31;2;7;10;4;0;2;9;37;810;2085;1607;35148;91275;22986;503421;1277295;118816;0.0;366112.2;19014.7;1440.6;121.2;34.9;64.5;11.5;8.2;15.8;5.7;3.6;7.7;False;20222026;euromillions_202002.csv
2022-04-05;2016+ : 50 boules / 12 etoiles;MARDI;13;1;24;11;49;5;6;0;4;8;42;825;1651;1567;34174;69799;20735;461263;926680;101715;0.0;138494.1;16184.1;960.1;90.0;33.4;50.1;9.0;8.2;13.3;4.7;3.7;6.8;False;20222027;euromillions_202002.csv
2022-04-08;2016+ : 50 boules / 12 etoiles;VENDREDI;16;38;1;45;15;4;11;0;0;5;34;610;1456;1447;29759;72027;21524;471896;1146720;119901;0.0;0.0;186499.3;1618.3;166.1;51.7;74.0;14.1;10.8;17.4;6.3;4.1;7.8;False;20222028;euromillions_202002.csv
2022-04-12;2016+ : 50 boules / 12 etoiles;MARDI;30;47;35;31;21;10;2;0;1;4;19;470;1075;1116;23046;55100;17129;364947;873641;96434;0.0;596185.7;34834.6;2284.2;170.1;55.2;75.7;14.3;11.1;17.3;6.4;4.3;7.7;False;20222029;euromillions_202002.csv
2022-04-15;2016+ : 50 boules / 12 etoiles;VENDREDI;32;48;6;24;30;6;5;0;1;8;45;928;1754;1908;39470;77433;26410;572191;1122181;140945;0.0;781552.4;22832.7;1264.3;112.9;44.3;58.0;11.0;10.4;14.7;5.3;4.4;6.9;False;20222030;euromillions_202002.csv
2022-04-19;2016+ : 50 boules / 12 etoiles;MARDI;28;46;2;17;12;10;6;0;2;5;45;770;1906;1615;33018;83185;21749;455485;1142793;110648;0.0;324441.0;30330.8;1049.7;113.0;33.9;56.9;10.9;8.0;14.8;5.6;3.6;7.3;False;20222031;euromillions_202002.csv
2022-04-22;2016+ : 50 boules / 12 etoiles;VENDREDI;11;6;35;36;21;9;1;0;5;9;56;992;2257;2289;45706;105901;34473;674804;1559220;184360;0.0;195342.0;25363.6;1269.6;132.0;43.1;60.4;11.8;9.5;14.1;5.7;3.9;6.6;False;20222032;euromillions_202002.csv
2022-04-26;2016+ : 50 boules / 12 etoiles;MARDI;25;4;28;34;45;11;8;0;3;5;36;797;1753;1693;36848;84377;25263;560118;1301549;136157;0.0;280770.6;39372.4;1703.2;141.7;47.8;70.5;12.6;10.3;16.6;5.9;4.1;7.7;False;20222033;euromillions_202002.csv
2022-04-29;2016+ : 50 boules / 12 etoiles;VENDREDI;37;36;10;20;11;7;3;0;1;9;75;1100;2513;4020;57714;119581;68076;900439;1835388;374753;0.0;1222554.5;31747.9;1186.6;149.0;48.4;43.1;11.7;10.5;8.9;5.3;4.2;4.0;False;20222034;euromillions_202002.csv
2022-05-03;2016+ : 50 boules / 12 etoiles;MARDI;26;48;47;8;20;8;3;0;4;5;47;892;1852;2459;43316;90377;38194;664875;1383542;208019;0.0;238540.9;44600.7;1477.8;143.4;51.3;55.0;12.2;10.9;12.4;5.6;4.3;5.7;False;20222035;euromillions_202002.csv
2022-05-06;2016+ : 50 boules / 12 etoiles;VENDREDI;3;24;8;18;40;11;3;0;5;16;89;1691;3801;3394;73930;165872;46528;989228;2237066;234573;0.0;265989.5;19426.9;1087.8;105.4;34.8;55.5;9.9;8.2;14.2;5.3;3.7;7.1;False;20222036;euromillions_202002.csv
2022-05-10;2016+ : 50 boules / 12 etoiles;MARDI;28;3;29;25;27;4;9;1;6;11;71;1534;3287;3546;65036;144748;56158;946218;2100825;305303;215840341.0;211426.5;26953.0;1300.6;110.8;38.4;50.7;10.8;9.0;11.2;5.2;3.8;5.2;False;20222037;euromillions_202002.csv
2022-05-13;2016+ : 50 boules / 12 etoiles;VENDREDI;11;45;17;48;3;8;4;0;5;8;57;766;1846;2190;38410;88536;32898;573450;1298894;173927;0.0;160032.0;23376.3;1021.9;140.0;43.1;51.7;11.5;9.3;12.1;5.5;3.9;5.7;False;20222038;euromillions_202002.csv
2022-05-17;2016+ : 50 boules / 12 etoiles;MARDI;49;28;30;5;48;5;11;0;2;2;19;447;924;1070;22610;48320;16535;347142;756950;90264;0.0;257215.2;60115.4;1970.9;154.3;55.4;68.1;12.6;11.0;15.4;5.8;4.3;7.1;False;20222039;euromillions_202002.csv
2022-05-20;2016+ : 50 boules / 12 etoiles;VENDREDI;32;23;8;22;50;3;9;0;3;6;51;749;1549;2042;35345;76630;32205;530839;1128168;170398;0.0;235008.1;27462.6;1006.3;126.2;45.3;48.9;11.0;9.5;10.9;5.2;3.9;5.1;False;20222040;euromillions_202002.csv
2022-05-24;2016+ : 50 boules / 12 etoiles;MARDI;27;13;10;36;37;10;2;1;1;3;34;541;1316;1277;25446;60944;18138;375666;898612;93118;50656220.0;537399.7;41866.3;1150.6;133.2;40.6;59.6;11.7;9.1;14.7;5.6;3.8;7.2;False;20222041;euromillions_202002.csv
2022-05-27;2016+ : 50 boules / 12 etoiles;VENDREDI;15;34;28;48;23;3;5;0;4;9;41;737;1421;1955;33243;63461;29864;490862;945421;159182;0.0;160252.9;16646.1;1138.1;116.6;44.9;46.4;10.7;10.4;10.6;5.1;4.3;5.0;False;20222042;euromillions_202002.csv
2022-05-31;2016+ : 50 boules / 12 etoiles;MARDI;42;13;10;49;3;3;9;0;4;2;52;690;1179;2030;30324;56635;29855;425458;820737;132089;0.0;128700.6;60158.9;720.6;100.0;43.4;35.9;9.4;9.4;8.5;4.7;3.9;4.8;False;20222043;euromillions_202002.csv
2022-06-03;2016+ : 50 boules / 12 etoiles;VENDREDI;29;12;48;28;34;9;11;0;2;3;23;563;1452;1322;30360;71744;19667;459619;1086312;106808;0.0;347955.6;54215.3;2202.6;165.7;47.7;74.6;12.7;10.0;17.6;5.9;4.0;8.1;False;20222044;euromillions_202002.csv
2022-06-07;2016+ : 50 boules / 12 etoiles;MARDI;17;6;31;25;16;2;6;0;5;12;47;878;1575;2118;32464;64639;25851;431683;884753;124247;0.0;106815.1;10401.8;827.2;81.5;33.7;35.7;9.1;8.5;10.2;4.8;3.8;5.3;False;20222045;euromillions_202002.csv
2022-06-10;2016+ : 50 boules / 12 etoiles;VENDREDI;37;26;40;17;36;9;12;1;1;4;29;646;1776;1253;29222;71030;18083;437591;1088946;99015;64382899.0;728597.5;42571.3;1828.9;151.2;40.8;82.4;13.8;10.6;20.0;6.5;4.2;9.2;False;20222046;euromillions_202002.csv
2022-06-14;2016+ : 50 boules / 12 etoiles;MARDI;7;40;2;27;34;3;11;0;4;8;21;499;1176;1110;23068;55124;15940;346130;795376;83711;0.0;122154.3;14274.7;1693.8;131.3;41.3;62.4;11.7;9.1;15.2;5.5;3.9;7.3;False;20222047;euromillions_202002.csv
2022-06-17;2016+ : 50 boules / 12 etoiles;VENDREDI;21;22;38;19;31;7;11;0;1;17;64;1257;2568;3032;59242;128636;42883;872854;1904166;222710;0.0;1165998.0;16030.1;1326.2;124.3;45.2;54.5;10.9;9.3;13.5;5.2;3.8;6.5;False;20222048;euromillions_202002.csv
2022-06-21;2016+ : 50 boules / 12 etoiles;MARDI;23;36;39;6;47;10;8;0;3;8;38;919;2078;1721;37137;86514;24873;538912;1270534;135871;0.0;283193.5;24820.1;1627.5;123.9;40.7;69.9;12.7;10.1;17.0;6.2;4.2;7.8;False;20222049;euromillions_202002.csv
2022-06-24;2016+ : 50 boules / 12 etoiles;VENDREDI;50;44;17;10;28;12;8;0;2;9;55;1264;3134;2286;55816;131618;31353;749465;1841469;160498;0.0;540484.2;28071.1;1430.7;114.6;34.3;67.0;10.7;8.4;17.1;5.6;3.7;8.4;False;20222050;euromillions_202002.csv
2022-06-28;2016+ : 50 boules / 12 etoiles;MARDI;35;10;47;42;48;11;2;0;5;6;32;816;1737;1674;35380;81596;27324;549223;1272807;158205;0.0;184886.3;36009.1;2102.9;151.9;53.0;78.2;14.5;11.7;16.8;6.6;4.6;7.3;False;20222051;euromillions_202002.csv
2022-07-01;2016+ : 50 boules / 12 etoiles;VENDREDI;46;6;34;24;18;12;3;0;4;18;80;1386;3286;2460;59403;140590;36778;841034;1998110;192169;0.0;318058.6;16519.0;1157.6;123.0;38.5;73.3;11.8;9.3;17.2;5.9;4.0;8.2;False;22052;euromillions_202002.csv
2022-07-05;2016+ : 50 boules / 12 etoiles;MARDI;7;25;48;45;10;3;6;0;8;6;61;1318;2911;3044;59701;129049;46292;873761;1869390;247828;0.0;147139.8;45852.0;1404.7;119.7;40.2;54.8;10.9;9.4;12.6;5.3;4.0;5.9;False;22053;euromillions_202002.csv
2022-07-08;2016+ : 50 boules / 12 etoiles;VENDREDI;28;46;43;35;31;7;4;0;9;19;90;1566;3424;3945;69278;149123;59724;1051572;2217981;345994;0.0;1453438.0;19952.4;1311.9;138.8;47.1;58.2;13.0;11.2;13.5;6.0;4.6;5.8;False;22054;euromillions_202002.csv
2022-07-12;2016+ : 50 boules / 12 etoiles;MARDI;50;18;25;24;14;11;6;0;5;10;47;1314;2986;2889;60640;143449;43803;914593;2152649;237936;0.0;4569745.7;31243.4;2070.5;136.4;44.5;65.5;12.2;9.6;15.2;5.7;3.9;7.0;False;22055;euromillions_202002.csv
2022-07-15;2016+ : 50 boules / 12 etoiles;VENDREDI;38;17;29;9;39;10;7;0;14;14;107;2251;4949;4163;86203;191410;54892;1140157;2538124;282715;0.0;1884992.9;25775.5;1050.4;91.9;31.0;52.5;9.9;8.3;14.0;5.3;3.8;6.8;False;22056;euromillions_202002.csv
2022-07-19;2016+ : 50 boules / 12 etoiles;MARDI;41;6;27;40;23;2;12;1;5;10;67;1276;3133;2639;58277;142338;37647;857757;2091175;199892;230000000.0;4413400.8;30174.5;1402.7;135.6;41.0;69.3;12.3;9.3;17.0;5.9;3.9;8.0;False;22057;euromillions_202002.csv
2022-07-22;2016+ : 50 boules / 12 etoiles;VENDREDI;32;29;50;18;16;11;4;0;0;9;32;779;1847;1719;36344;84710;25769;532663;1262564;133912;0.0;0.0;112283.5;1863.4;141.0;44.1;67.5;12.5;10.0;15.8;6.0;4.1;7.6;False;22058;euromillions_202002.csv
2022-07-26;2016+ : 50 boules / 12 etoiles;MARDI;3;5;17;27;25;9;1;0;5;16;43;1018;2530;2020;38350;90657;24340;466657;1093742;108805;0.0;109395.7;7989.8;926.0;72.0;21.5;38.3;7.9;6.2;11.1;4.6;3.1;6.2;False;22059;euromillions_202002.csv
2022-07-29;2016+ : 50 boules / 12 etoiles;VENDREDI;38;48;43;23;3;8;3;1;3;9;52;886;1674;2530;39072;73325;32761;528289;1053160;173838;41717625.0;247760.3;19301.8;1040.5;112.4;44.2;41.6;10.5;10.4;11.3;5.5;4.4;5.3;False;22060;euromillions_202002.csv
2022-08-02;2016+ : 50 boules / 12 etoiles;MARDI;28;48;18;40;7;11;8;0;4;3;28;624;1374;1233;27347;58837;16037;358935;834701;82240;0.0;128508.6;40046.1;1336.4;110.4;37.2;59.1;10.4;9.0;15.9;5.6;3.9;7.8;False;22061;euromillions_202002.csv
2022-08-05;2016+ : 50 boules / 12 etoiles;VENDREDI;29;3;44;33;35;10;8;0;3;5;43;594;1444;1343;29962;72826;19596;449494;1086210;106863;0.0;232396.3;32588.9;1180.3;157.3;48.0;73.5;12.9;9.9;17.7;6.1;4.0;8.1;False;22062;euromillions_202002.csv
2022-08-09;2016+ : 50 boules / 12 etoiles;MARDI;47;18;21;19;27;11;5;0;1;5;22;553;1267;1356;28461;64345;19501;419668;943205;99093;0.0;548278.9;25628.3;1814.2;132.9;43.1;57.3;10.7;8.8;14.0;5.1;3.6;6.9;False;22063;euromillions_202002.csv
2022-08-12;2016+ : 50 boules / 12 etoiles;VENDREDI;14;42;35;17;34;10;6;0;1;5;33;779;1913;1605;33419;80193;22802;471237;1146192;119960;0.0;734594.7;34337.3;1620.4;126.4;38.2;64.8;12.2;9.4;16.0;6.1;4.0;7.6;False;22064;euromillions_202002.csv
2022-08-16;2016+ : 50 boules / 12 etoiles;MARDI;10;25;14;39;32;7;8;0;1;8;32;688;1353;1283;29745;56424;18294;432022;825623;98087;0.0;553832.8;16179.9;1259.9;107.9;40.7;61.1;10.3;10.1;15.0;5.0;4.2;7.0;False;22065;euromillions_202002.csv
2022-08-19;2016+ : 50 boules / 12 etoiles;VENDREDI;9;2;19;38;13;2;6;0;8;11;58;1092;2104;2913;48895;97525;38526;638876;1328725;176398;0.0;95084.0;16161.9;954.7;93.4;36.0;37.0;8.6;8.0;9.8;4.6;3.6;5.4;False;20222066;euromillions_202002.csv
2022-08-23;2016+ : 50 boules / 12 etoiles;MARDI;48;39;26;19;31;2;3;0;0;5;22;688;1299;1150;29118;59930;18375;444562;893378;106314;0.0;0.0;152669.5;2047.3;120.5;47.4;76.2;11.8;10.6;16.7;5.4;4.4;7.2;False;22067;euromillions_202002.csv
2022-08-26;2016+ : 50 boules / 12 etoiles;VENDREDI;22;23;44;25;38;12;11;0;6;9;36;761;2228;1559;36246;103764;22218;526132;1503262;117951;0.0;143631.3;22379.3;1742.6;151.8;38.5;78.3;13.2;8.5;19.3;6.4;3.6;9.1;False;22068;euromillions_202002.csv
2022-08-30;2016+ : 50 boules / 12 etoiles;MARDI;6;10;4;15;19;1;4;0;6;18;44;1507;2787;2278;48513;102550;28293;574500;1287400;128023;0.0;117055.2;9119.2;1161.9;62.4;25.1;43.7;8.0;7.0;12.3;4.8;3.4;6.8;False;22069;euromillions_202002.csv
2022-09-02;2016+ : 50 boules / 12 etoiles;VENDREDI;7;45;12;20;13;3;12;1;5;17;40;1227;2875;2083;55173;129049;29649;747913;1778737;150508;128491607.0;193666.8;13312.6;1762.2;105.8;33.5;65.9;9.7;7.7;16.2;5.1;3.4;8.0;False;22070;euromillions_202002.csv
2022-09-06;2016+ : 50 boules / 12 etoiles;MARDI;10;44;7;29;22;4;5;0;8;8;38;916;1868;1529;36811;73191;20167;465267;933795;98756;0.0;66901.2;15635.9;1025.3;78.3;28.5;49.6;8.0;7.5;13.2;4.5;3.6;6.7;False;22071;euromillions_202002.csv
2022-09-09;2016+ : 50 boules / 12 etoiles;VENDREDI;26;17;23;24;27;4;9;0;7;11;71;1547;3427;3846;65480;147134;57158;935906;2053887;282824;0.0;164877.8;24522.0;1183.3;100.0;33.5;42.5;9.7;8.1;10.0;4.8;3.5;5.1;False;22072;euromillions_202002.csv
2022-09-13;2016+ : 50 boules / 12 etoiles;MARDI;40;9;12;15;47;1;11;0;2;9;31;725;1813;1694;35047;91240;23218;529536;1375378;126596;0.0;415209.7;21564.7;1950.0;153.5;45.6;69.4;13.1;9.4;17.8;6.1;3.8;8.2;False;22073;euromillions_202002.csv
2022-09-16;2016+ : 50 boules / 12 etoiles;VENDREDI;49;10;45;36;27;3;4;0;6;7;38;1121;2347;2009;50031;105337;31691;733690;1541747;177657;0.0;178373.6;35733.3;2050.2;128.0;45.4;75.5;11.8;10.5;16.8;5.7;4.4;7.5;False;22074;euromillions_202002.csv
2022-09-20;2016+ : 50 boules / 12 etoiles;MARDI;21;11;32;48;23;12;3;0;7;11;41;999;2396;1771;43062;103568;25261;605372;1453014;130620;0.0;122581.8;18231.4;1523.5;115.1;35.6;68.6;11.0;8.5;16.9;5.5;3.7;8.2;False;22075;euromillions_202002.csv
2022-09-23;2016+ : 50 boules / 12 etoiles;VENDREDI;22;35;48;15;14;8;3;1;8;7;78;1223;2570;3125;55468;116597;46012;826670;1738164;251145;193007524.0;144591.6;38621.0;1079.5;126.8;44.8;52.4;11.5;10.2;12.5;5.5;4.2;5.7;False;22076;euromillions_202002.csv
2022-09-27;2016+ : 50 boules / 12 etoiles;MARDI;34;4;44;20;21;3;1;0;4;3;28;493;1145;1039;23499;54838;16185;357150;796179;90109;0.0;128443.8;40025.9;1335.7;139.7;44.6;70.1;12.1;9.6;15.8;5.6;4.1;7.1;False;22077;euromillions_202002.csv
2022-09-30;2016+ : 50 boules / 12 etoiles;VENDREDI;2;16;11;1;26;3;12;0;4;8;35;939;2396;1410;37307;98004;20078;506261;1280166;104135;0.0;179820.0;21013.4;1496.0;102.7;29.9;72.3;10.7;7.5;17.8;5.6;3.5;8.6;False;22078;euromillions_202002.csv
2022-10-04;2016+ : 50 boules / 12 etoiles;MARDI;3;28;18;43;42;12;3;0;6;8;34;563;1400;1135;26024;61054;16195;379440;888552;83444;0.0;92436.5;16202.9;1187.4;132.1;39.4;69.2;11.8;9.3;17.0;5.7;3.9;8.3;False;22079;euromillions_202002.csv
2022-10-07;2016+ : 50 boules / 12 etoiles;VENDREDI;50;27;45;26;42;12;1;0;1;7;28;610;1399;1304;26962;69411;21194;419972;1151977;114346;0.0;758017.1;25308.7;1970.7;166.6;53.9;82.4;15.6;11.2;17.8;7.1;4.1;8.3;False;22080;euromillions_202002.csv
2022-10-11;2016+ : 50 boules / 12 etoiles;MARDI;40;35;8;32;23;8;1;0;1;5;27;677;1654;1308;28746;64639;18717;395850;900105;102097;0.0;592272.5;27684.7;1596.8;117.3;35.6;64.1;11.4;9.4;15.7;5.9;4.1;7.2;False;22081;euromillions_202002.csv
2022-10-14;2016+ : 50 boules / 12 etoiles;VENDREDI;28;48;29;24;34;7;3;0;3;4;47;684;1505;2196;33592;69182;37816;542207;1099185;233505;0.0;261311.7;45804.6;1214.2;153.6;51.8;50.6;12.9;11.7;10.3;5.7;4.5;4.2;False;22082;euromillions_202002.csv
2022-10-18;2016+ : 50 boules / 12 etoiles;MARDI;42;3;5;48;13;6;1;0;4;5;31;595;1504;1372;30673;73614;21352;451977;1064813;108701;0.0;155132.3;29005.5;1457.1;139.8;41.1;64.1;11.2;8.7;14.4;5.4;3.7;7.1;False;22083;euromillions_202002.csv
2022-10-21;2016+ : 50 boules / 12 etoiles;VENDREDI;26;28;38;25;40;1;6;0;2;11;35;829;1865;1731;36432;85805;26235;558724;1324150;146703;0.0;427941.3;18184.8;1780.1;138.4;45.7;70.0;13.0;10.3;16.2;6.0;4.1;7.3;False;22084;euromillions_202002.csv
